col_ID,Target,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,Press_mm_hg,RH_out,Windspeed,Visibility,rv1,rv2
A7980,20,0,19.6,37.2,17.26,39.86333333,20.1,38.59,19.32333333,36.7,17.5,59.56,0.666666667,76.46666667,17.79,31.85666667,21,45.4,17.6,39.23,747.4333333,97,1.833333333,61.16666667,34.00407307,34.00407307
A7981,20,0,19.6,37.2,17.2,39.79,20.1,38.59,19.26,36.7,17.5,59.36,0.7,76.5,17.79,31.89,21,45.4,17.6,39.29,747.4,97,2,61,39.76398577,39.76398577
A7982,30,0,19.56666667,37.2,17.2,39.79,20.1,38.8,19.2,36.62666667,17.5,59.16333333,0.75,76.425,17.79,31.82333333,20.96333333,45.26,17.6,39.4,747.3833333,97.33333333,2,52.66666667,3.7687478,3.7687478
A7983,30,0,19.5,37.2,17.2,39.79,20.1,39.06,19.15,36.7,17.5,58.96333333,0.7,76.4,17.79,31.79,20.89,45.12666667,17.6,39.46666667,747.3666667,97.66666667,2,44.33333333,22.45446667,22.45446667
A7984,50,0,19.5,37.2,17.2,39.79,20,39.2,19.1,36.7,17.5,58.72333333,0.8,76.4,17.79,31.85666667,20.89,45,17.6,39.59,747.35,98,2,36,35.1147422,35.1147422
A7985,50,0,19.5,37.2,17.2,39.79,20,39.2,19.1,36.7,17.5,58.53,0.8,76.4,17.79,31.89,20.89,44.93333333,17.6,39.66333333,747.3333333,98.33333333,2,27.66666667,13.90876878,13.90876878
A7986,60,10,19.46333333,37.06,17.16666667,39.79,19.89,39.2,19,36.59,17.46333333,58.33333333,0.9,76.53,17.79,31.89,20.79,44.66333333,17.6,39.82666667,747.3166667,98.66666667,2,19.33333333,9.707369166,9.707369166
A7987,50,0,19.39,37.06,17.1,39.79,19.89,39.1725,19,36.59,17.39,58.12666667,0.966666667,76.65666667,17.79,31.89,20.84,44.515,17.6,39.975,747.3,99,2,11,37.39966799,37.39966799
A7988,40,0,19.39,37.09,17.1,39.745,19.89,39.16333333,18.89,36.59,17.39,57.93,1,76.72666667,17.7675,31.89,20.85666667,44.36333333,17.6,40.06,747.2666667,99.16666667,1.833333333,11.16666667,5.326507241,5.326507241
A7989,50,0,19.39,37.03,17.1,39.7,19.79,39.06,18.89,36.59,17.39,57.73,1,76.8,17.7,31.89,20.79,44.29,17.6,40.23,747.2333333,99.33333333,1.666666667,11.33333333,42.12936389,42.12936389
A7990,40,0,19.35666667,37.03,17.1,39.7,19.79,39,18.85666667,36.56,17.39,57.645,1.066666667,76.96666667,17.76,31.89,20.79,44.23,17.6,40.36333333,747.2,99.5,1.5,11.5,37.03865772,37.03865772
A7991,40,0,19.29,37.03,17.1,39.7,19.79,38.96666667,18.79,36.5,17.39,57.36333333,1.066666667,76.96666667,17.7,31.89,20.76,44.09,17.6,40.5,747.1666667,99.66666667,1.333333333,11.66666667,22.17297533,22.17297533
A7992,40,0,19.29,37,17.03333333,39.62666667,19.73,38.9,18.79,36.5,17.39,57.23,1.1,77.12333333,17.7,31.89,20.7,44.03,17.6,40.56,747.1333333,99.83333333,1.166666667,11.83333333,18.35699835,18.35699835
A7993,50,0,19.29,37,17,39.56,19.7,38.79,18.73,36.5,17.39,57.06,1.1,77.19,17.7,31.89,20.76,43.93,17.6,40.62666667,747.1,100,1,12,40.31422896,40.31422896
A7994,60,0,19.26,36.96666667,17,39.5,19.7,38.79,18.7,36.5,17.32333333,56.93333333,1.133333333,77.22666667,17.7,31.89,20.7,43.79,17.6,40.7,747.1166667,100,1,15.33333333,20.91195363,20.91195363
A7995,40,10,19.2,36.9,17,39.5,19.7,38.73,18.7,36.5,17.29,56.76,1.2,77.3,17.7,31.89,20.66666667,43.79,17.66666667,40.86333333,747.1333333,100,1,18.66666667,24.56310163,24.56310163
A7996,30,0,19.2,36.9,17,39.5,19.7,38.73,18.66666667,36.4,17.29,56.62666667,1.2,77.3,17.7,31.96333333,20.66666667,43.86333333,17.6,40.86333333,747.15,100,1,22,27.58040545,27.58040545
A7997,20,0,19.2,36.9,16.89,39.5,19.7,38.59,18.6,36.4,17.29,56.46666667,1.2,77.3,17.7,31.89,20.6,43.66333333,17.6,40.9,747.1666667,100,1,25.33333333,19.78041967,19.78041967
A7998,20,0,19.2,36.9,16.89,39.5,19.7,38.59,18.6,36.4,17.29,56.32666667,1.2,77.4,17.7,32,20.6,43.59,17.6,40.96666667,747.1833333,100,1,28.66666667,47.00523675,47.00523675
A7999,30,0,19.16666667,36.9,16.89,39.5,19.6,38.46666667,18.6,36.4,17.29,56.16333333,1.066666667,77.36666667,17.7,32,20.56666667,43.59,17.6,41,747.2,100,1,32,9.026948223,9.026948223
A8000,50,0,19.1,36.9,16.89,39.5,19.6,38.4,18.6,36.4,17.29,56.09,1,77.3,17.7,32,20.5,43.59,17.6,41,747.2166667,99.83333333,1.166666667,29.66666667,39.30268135,39.30268135
A8001,40,0,19.1,36.93333333,16.89,39.5,19.6,38.43333333,18.525,36.425,17.29,55.96666667,1.1,77.33333333,17.7,32,20.5,43.59,17.63333333,41.15666667,747.2333333,99.66666667,1.333333333,27.33333333,6.413257727,6.413257727
A8002,60,0,19.1,36.93333333,16.89,39.5,19.53333333,38.5,18.5,36.43333333,17.29,55.82666667,1.1,77.33333333,17.7,32,20.5,43.59,17.63333333,41.23,747.25,99.5,1.5,25,6.384576182,6.384576182
A8003,50,0,19.06666667,36.96666667,16.85666667,39.46666667,19.53333333,38.43333333,18.5,36.5,17.29,55.76,1.166666667,77.3,17.7,32,20.5,43.7,17.66666667,41.29,747.2666667,99.33333333,1.666666667,22.66666667,38.88661676,38.88661676
A8004,40,0,19,36.9,16.79,39.4,19.53333333,38.56,18.42666667,36.43333333,17.23,55.56666667,1.166666667,77.3,17.7,32,20.42666667,43.7,17.6,41.23,747.2833333,99.16666667,1.833333333,20.33333333,21.00751818,21.00751818
A8005,60,0,19,36.9,16.79,39.4,19.53333333,38.56,18.39,36.4,17.23,55.5,1.2,77.26333333,17.7,32,20.46333333,43.7,17.66666667,41.36333333,747.3,99,2,18,35.79509666,35.79509666
A8006,40,0,19,36.9,16.79,39.4,19.6,38.5675,18.39,36.46666667,17.23,55.43333333,1.2,77.12333333,17.65,31.945,20.46333333,43.9,17.675,41.47,747.3666667,99,1.833333333,20.83333333,7.665205537,7.665205537
A8007,50,0,19,36.9,16.79,39.5,19.6,38.53,18.39,36.53,17.39,55.13333333,1.2,77.09,17.66666667,31.96333333,20.5,44.1,17.7,41.59,747.4333333,99,1.666666667,23.66666667,4.411831475,4.411831475
A8008,40,10,19,37.02666667,16.76,39.62666667,19.6,38.4,18.32333333,36.59,17.39,55,1.26,77.09,17.6,31.89,20.39,43.63333333,17.63333333,41.4,747.5,99,1.5,26.5,10.25134692,10.25134692
A8009,80,0,19,37.23,16.76,39.76,19.6,38.32666667,18.29,36.7,17.34,53.69,1.39,77.09,17.6,31.92666667,20.39,43.43333333,17.63333333,41.32666667,747.5666667,99,1.333333333,29.33333333,1.059204643,1.059204643
A8010,50,0,19,37.69666667,16.79,40,19.6,38.29,18.29,36.76,17.29,53.4,1.39,77.09,17.6,32,20.32333333,43.16333333,17.66666667,41.33333333,747.6333333,99,1.166666667,32.16666667,29.77007462,29.77007462
A8011,40,0,19,37.79,16.79,40.26,19.6,38.29,18.29,36.86333333,17.29,53.52666667,1.5,77.09,17.6,31.93,20.32333333,42.96333333,17.66666667,41.2,747.7,99,1,35,36.12825504,36.12825504
A8012,20,0,19,37.79,16.79,40.29,19.56666667,38.13333333,18.29,36.73,17.29,53.66333333,1.633333333,77.15666667,17.6,31.73,20.26,42.56333333,17.6,40.86333333,747.7333333,98.66666667,1,36,26.94516488,26.94516488
A8013,150,0,18.89,37.66333333,16.79,40.15666667,19.5,37.93333333,18.26,36.63333333,17.29,53.79666667,1.79,77.09,17.5,31.56666667,20.2,42.15666667,17.6,40.59666667,747.7666667,98.33333333,1,37,3.940878855,3.940878855
A8014,330,0,18.89,37.59,16.82333333,39.9,19.39,37.66333333,18.2,36.43333333,17.46,54.26666667,1.97,77.115,17.5,31.5,20.2,41.9,17.6,40.13333333,747.8,98,1,38,4.806289938,4.806289938
A8015,150,0,18.89,37.5,16.89,39.9,19.39,37.46333333,18.2,36.26,17.72666667,54.4,2.03,77.19,17.5,31.46333333,20.2,41.56666667,17.6,39.86,747.8333333,97.66666667,1,39,47.3169171,47.3169171
A8016,110,0,18.89,37.59,17,39.79,19.39,37.46666667,18.2,36.2,18.06666667,53.99,2,77.09,17.5,31.39,20.1,41.19333333,17.6,39.52666667,747.8666667,97.33333333,1,40,19.3105255,19.3105255
A8017,60,0,18.89,37.66333333,17,39.93,19.39,37.4,18.2,36.09,18.2,53.45666667,2,77.09,17.5,31.39,20.1,40.93333333,17.6,39.32666667,747.9,97,1,41,48.35741754,48.35741754
A8018,60,0,18.92666667,37.82666667,17.03333333,39.96666667,19.39,37.4,18.13333333,36.03,18.16666667,52.9,2,77,17.42666667,31.32333333,20.1,40.63333333,17.6,38.99,747.95,96.83333333,1.5,44.66666667,36.13501085,36.13501085
A8019,60,0,18.92666667,37.9,17.1,39.82666667,19.39,37.4,18.1,35.95,18.03333333,52.42666667,2.06,76.93333333,17.46333333,31.26,20.03333333,40.3,17.53333333,38.65666667,748,96.66666667,2,48.33333333,45.71952871,45.71952871
A8020,60,0,18.92666667,37.9,17.1,39.66333333,19.39,37.29,18.1,35.9,17.89,51.9,2.23,76.8,17.46333333,31.26,20,40.13333333,17.56666667,38.4,748.05,96.5,2.5,52,41.39197425,41.39197425
A8021,60,0,19,37.9,17.16666667,39.53,19.39,37.29,18.1,35.9,17.82333333,51.5,2.23,76.72666667,17.39,31.2,20,39.93333333,17.5,38.4,748.1,96.33333333,3,55.66666667,5.231769721,5.231769721
A8022,170,0,19,37.7,17.23,39.5,19.39,37.26,18.1,35.9,17.79,50.93,2.326666667,76.56,17.39,31.26,19.96333333,39.76,17.53333333,38.13333333,748.15,96.16666667,3.5,59.33333333,5.039155856,5.039155856
A8023,700,0,19,37.7,17.35666667,39.43333333,19.39,37.2,18.1,35.9,17.73,50.65666667,2.466666667,76.5,17.39,31.29,19.96333333,39.62666667,17.53333333,37.93333333,748.2,96,4,63,4.156305071,4.156305071
A8024,630,0,19.1,38.19333333,17.5,39.36333333,19.445,37.69,18.1,35.9,17.7,50.56,2.4,76.4,17.39,31.29,19.89,39.56,17.5,37.76,748.2666667,95.5,3.666666667,57.16666667,21.12649377,21.12649377
A8025,370,0,19.16666667,39.06,17.56666667,39.23,19.76333333,39.29333333,18.1,35.82666667,17.7,50.5,2.466666667,76.4,17.39,31.29,19.89,39.43333333,17.5,37.6725,748.3333333,95,3.333333333,51.33333333,24.60946686,24.60946686
A8026,280,0,19.23,39.26666667,17.65,39.2,20.03,39.83333333,18.06666667,35.76,17.6,50.5,2.53,76.33,17.39,31.29,19.79,39.29,17.5,37.53,748.4,94.5,3,45.5,29.00478991,29.00478991
A8027,270,0,19.35666667,39.52666667,17.73,39.16333333,20.36,40.15666667,18,35.7,17.6,50.545,2.663333333,76.19,17.39,31.29,19.79,39.2225,17.5,37.46666667,748.4666667,94,2.666666667,39.66666667,28.22888276,28.22888276
A8028,350,0,19.42666667,39.66333333,17.85666667,39.09,20.63333333,40.29,18.1,35.79,17.6,50.5,2.933333333,76.15666667,17.39,31.29,19.79,39.12666667,17.5,37.4,748.5333333,93.5,2.333333333,33.83333333,31.72118192,31.72118192
A8029,590,0,19.56666667,39.66333333,18.03333333,39.16333333,20.82333333,40.06,18.03333333,35.73,17.56666667,50.16333333,3.133333333,76.03,17.39,31.29,19.79,39.06,17.5,37.36333333,748.6,93,2,28,22.32106159,22.32106159
A8030,500,0,19.7,40.03,18.16666667,38.96333333,20.96333333,39.86,18.03333333,35.7,17.56666667,50.03,3.23,75.96333333,17.39,31.29,19.79,39,17.5,37.29,748.6333333,91.33333333,2.333333333,30,44.17416792,44.17416792
A8031,360,0,19.76,41.62333333,18.23,39.19666667,21.13333333,39.65666667,18.03333333,35.7,17.5,49.76,3.3425,75.9975,17.39,31.29,19.76,38.86333333,17.5,37.26,748.6666667,89.66666667,2.666666667,32,23.31053694,23.31053694
A8032,330,0,19.92666667,43.95666667,18.43,39.99666667,21.2,40.12333333,18.03333333,35.62666667,17.5,49.7,3.833333333,75.9,17.42666667,31.32333333,19.7,38.73,17.5,37.12666667,748.7,88,3,34,2.521021839,2.521021839
A8033,510,0,20,46.49,18.56666667,40,21.06666667,40.56666667,18.1,35.76,17.5,49.86,4.126666667,75.86666667,17.5,31.32333333,19.76,38.5,17.5,37.09,748.7333333,86.33333333,3.333333333,36,14.16676298,14.16676298
A8034,630,0,20.05,46.4,18.5,40.06,21.06666667,41.42666667,18.16666667,35.76,17.5,50.13333333,4,75.8,17.53333333,31.26,19.7,38.43333333,17.5,37.09,748.7666667,84.66666667,3.666666667,38,43.83545923,43.83545923
A8035,410,0,20.1,45.59,18.56666667,40.63,21.26333333,42.63333333,18.16666667,35.62666667,17.5,50.29,4.19,75.8,17.6,31.2,19.7,38.4,17.5,37.09,748.8,83,4,40,47.61515327,47.61515327
A8036,290,0,20.2,45.03,18.76,41.09,21.53,43.02666667,18.15,35.59,17.5,50.46666667,4.466666667,75.8,17.5,31.2,19.7,38.29,17.5,37.03,748.8166667,81.33333333,4.166666667,40,4.916084325,4.916084325
A8037,330,0,20.29,44.39333333,19.03333333,40.93,21.82333333,42.8,18.15,35.5225,17.5,50.5,4.66,75.72666667,17.56666667,31.2,19.7,38.2,17.5,37,748.8333333,79.66666667,4.333333333,40,14.10352398,14.10352398
A8038,230,0,20.35666667,43.6,19.1,40.59666667,21.96333333,41.99333333,18.2,35.5,17.5,50.5,4.866666667,75.8,17.6,31.1,19.7,38.12666667,17.5,37,748.85,78,4.5,40,49.08711772,49.08711772
A8039,180,0,20.42666667,43.13333333,19.2,40.16333333,22.03333333,41.26666667,18.2,35.59,17.46333333,50.36333333,5.063333333,75.76333333,17.66666667,31.1,19.7,37.96666667,17.53333333,36.86333333,748.8666667,76.33333333,4.666666667,40,30.93096059,30.93096059
A8040,80,0,20.56666667,42.52666667,19.26,39.96333333,22.1,40.72666667,18.26,35.66333333,17.39,50.29,5.063333333,75.69,17.79,30.96333333,19.7,37.9,17.6,36.79,748.8833333,74.66666667,4.833333333,40,1.986378303,1.986378303
A8041,70,0,20.6,41.62333333,19.26,39.49,22.1,40.03333333,18.26,35.46666667,17.39,50.16333333,4.493333333,75.59,17.79,30.82333333,19.7,37.79,17.6,36.7,748.9,73,5,40,17.41669814,17.41669814
A8042,50,0,20.6,41.03,19.2,39.23,21.96,39.42666667,18.2,35.4,17.39,50.03,4.433333333,75.59,17.7,30.79,19.7,37.79,17.6,36.7,748.9333333,74.33333333,4.833333333,40,25.57496264,25.57496264
A8043,350,0,20.66666667,40.53333333,19.29,39.23,21.745,38.8,18.2,35.26,17.39,49.83333333,4.93,75.69,17.7675,30.865,19.7,37.73,17.6,36.7,748.9666667,75.66666667,4.666666667,40,10.50684571,10.50684571
A8044,630,0,20.66666667,40.33333333,19.365,39.02,21.73,38.8,18.26,35.2,17.39,49.62666667,5.263333333,75.62333333,17.85666667,30.89,19.7,37.73,17.53333333,36.79,749,77,4.5,40,18.69214338,18.69214338
A8045,470,0,20.79,40.4,19.39,38.79,21.85666667,39.26666667,18.29,35.2,17.39,49.46666667,5.263333333,75.56,17.89,30.76,19.7,37.59,17.6,36.73,749.0333333,78.33333333,4.333333333,40,12.87819733,12.87819733
A8046,310,0,20.85666667,40.4,19.5,38.76,22.06666667,39.46666667,18.23,35.12666667,17.39,49.3725,5.19,75.5,17.89,30.7,19.7,37.5225,17.6,36.66333333,749.0666667,79.66666667,4.166666667,40,44.26509162,44.26509162
A8047,270,0,20.92666667,40.36333333,19.5,38.62666667,22.26,39.46666667,18.29,35.2,17.39,49.23,5.445,75.59,17.92666667,30.76,19.76,37.43333333,17.6,36.59,749.1,81,4,40,1.695493434,1.695493434
A8048,220,0,21,40.23,19.6,38.46666667,22.42666667,39.46666667,18.29,35.2,17.39,49.09,5.396666667,75.56,18,30.63333333,19.73,37.29,17.6,36.7,749.1166667,79.83333333,3.833333333,40,19.32538545,19.32538545
A8049,240,0,21.1,40.22333333,19.6,38.32666667,22.56666667,39.19333333,18.29,35.16333333,17.39,49.03,5.123333333,75.56,18,30.6,19.73,37.29,17.6,36.7,749.1333333,78.66666667,3.666666667,40,23.01195464,23.01195464
A8050,240,10,21.1,40.03,19.63333333,38.32666667,22.63333333,38.86333333,18.29,35.09,17.39,49,5.293333333,75.53,18,30.53333333,19.79,37.2,17.6,36.7,749.15,77.5,3.5,40,12.58578904,12.58578904
A8051,350,0,21.2,39.83333333,19.7,38.32666667,22.7,38.59666667,18.29,35.09,17.39,48.93333333,5.7,75.59,18.13333333,30.6,19.79,37.12666667,17.66666667,36.83333333,749.1666667,76.33333333,3.333333333,40,27.57403977,27.57403977
A8052,70,0,21.2,39.9,19.79,38.06,22.82333333,38.36,18.29,35.09,17.39,48.9,6.063333333,75.59,18.26,30.6,19.82333333,37.09,17.7,37.03,749.1833333,75.16666667,3.166666667,40,32.34490403,32.34490403
A8053,180,0,21.245,40.795,19.79,37.95,22.89,38.45,18.39,35.12666667,17.39,48.9,6.19,75.59,18.29,30.5,19.89,37.09,17.7,37.09,749.2,74,3,40,33.05503309,33.05503309
A8054,190,0,21.32333333,41.62666667,19.79,37.93333333,22.76,38.06,18.39,35.12666667,17.39,49.03,6.333333333,75.69,18.39,30.32333333,20,37.06,17.73,37.2,749.2333333,74.16666667,3,40,44.11196426,44.11196426
A8055,410,0,21.39,42.62666667,19.79,38.13333333,22.63333333,37.93333333,18.39,35.02666667,17.39,49.09,6.26,75.62333333,18.39,30.16666667,20,37,17.79,37.2,749.2666667,74.33333333,3,40,45.25788381,45.25788381
A8056,290,0,21.39,41.16,19.89,38.4,22.53333333,38.42666667,18.39,34.795,17.39,49.23,5.863333333,75.59,18.39,30.03333333,20,36.83333333,17.73,37.16333333,749.3,74.5,3,40,17.58113129,17.58113129
A8057,280,0,21.39,40.63333333,19.89,38.46666667,22.66666667,38.9,18.39,34.62666667,17.39,49.29,5.59,75.59,18.53333333,29.85666667,20,36.62666667,17.79,37.16333333,749.3333333,74.66666667,3,40,2.444522921,2.444522921
A8058,260,0,21.5,40.1,19.92666667,38.33333333,22.82333333,38.96666667,18.39,34.52666667,17.39,49.29,5.8,75.69,18.6,29.59666667,20.1,36.56,17.79,37.52666667,749.3666667,74.83333333,3,40,8.264336002,8.264336002
A8059,260,0,21.5,39.76666667,20,38.2,22.96333333,38.82666667,18.39,34.32666667,17.39,49.23,5.8,75.69,18.6,29.35666667,20.1,36.36,17.79,37.26666667,749.4,75,3,40,14.46349476,14.46349476
A8060,220,0,21.46333333,39.46666667,19.96333333,38.13333333,23.13333333,38.49,18.39,34.29,17.39,49.2,5.833333333,75.72666667,18.6,29.23,20.1,36.16333333,17.79,36.96666667,749.5,78.16666667,2.666666667,36.66666667,14.00161427,14.00161427
A8061,200,10,21.39,39.32666667,19.89,38.06,23.2,38.15666667,18.39,34.36333333,17.39,49.12666667,5.9,75.86666667,18.5,29.32333333,20.03333333,36.03,17.79,36.82666667,749.6,81.33333333,2.333333333,33.33333333,2.526182111,2.526182111
A8062,120,0,21.39,39.13333333,19.89,38.23,23.29,37.8,18.39,34.43333333,17.46333333,49.16333333,6.19,75.8,18.6,29.39,20.1,36,17.79,36.95,749.7,84.5,2,30,32.68876447,32.68876447
A8063,50,0,21.46333333,39,19.89,38.36333333,23.29,37.33333333,18.39,34.5,17.46333333,49.09,5.996666667,75.86666667,18.76,29.39,20.16666667,36,17.82333333,37.32666667,749.8,87.66666667,1.666666667,26.66666667,30.68413772,30.68413772
A8064,50,0,21.5,38.76,19.89,38.245,23.23,37.06666667,18.39,34.5,17.5,49.06,5.64,75.85,18.79,29.39,20.26,36.2,17.89,37.4,749.9,90.83333333,1.333333333,23.33333333,32.73419261,32.73419261
A8065,50,0,21.5,38.62666667,19.89,38.06,22.96333333,36.66333333,18.39,34.56,17.5,48.975,5.83,75.93333333,18.73,29.39,20.2,36.2,17.85666667,37.5,750,94,1,20,49.4520048,49.4520048
A8066,40,0,21.39,38.33333333,19.82333333,37.8,22.82333333,36.46333333,18.39,34.59,17.5,48.82666667,5.43,76.12666667,18.73,30.86666667,20.2,36.2,17.85666667,37.63333333,750.0666667,92.83333333,1.166666667,23.33333333,16.90133242,16.90133242
A8067,60,0,21.39,38.06666667,19.79,37.46666667,22.66666667,36.33333333,18.39,34.66333333,17.5,48.56,4.56,76.36666667,18.85666667,32.2,20.2,36.2,17.85666667,37.66333333,750.1333333,91.66666667,1.333333333,26.66666667,40.42101944,40.42101944
A8068,80,0,21.29,38,19.73,37.4,22.53333333,36.12666667,18.39,34.7,17.5,48.43333333,4.1,76.62666667,18.79,32.09,20.13333333,36.26,17.85666667,37.72333333,750.2,90.5,1.5,30,27.94559716,27.94559716
A8069,80,0,21.29,38,19.7,37.53,22.35666667,36.09,18.39,34.76,17.5,48.29,3.663333333,76.83333333,18.73,32.09,20.1,36.46333333,17.79,37.76,750.2666667,89.33333333,1.666666667,33.33333333,17.78242668,17.78242668
A8070,90,0,21.26,38.09,19.63333333,37.53,22.29,36.16333333,18.29,34.79,17.5,48.23,3.663333333,76.96666667,18.7,32.23,20.1,36.72333333,17.79,37.56666667,750.3333333,88.16666667,1.833333333,36.66666667,25.30450579,25.30450579
A8071,70,0,21.2,38.03,19.5,37.65666667,22.26,36.06,18.29,34.86333333,17.5,48.09,3.76,77.16,18.7,32.36333333,20.23,37.15666667,17.79,37.22333333,750.4,87,2,40,45.14736168,45.14736168
A8072,70,0,21.2,37.95,19.5,37.86333333,22.13333333,36,18.29,35,17.5,48.03,3.5,77.43333333,18.7,32.53,20.29,37.29,17.79,37.03,750.55,88.16666667,1.833333333,40,45.45169043,45.45169043
A8073,90,0,21.16666667,37.86,19.39,37.9,22.06666667,36,18.29,35,17.39,47.86333333,2.863333333,77.83333333,18.7,32.59,20.32333333,37.26666667,17.79,36.9,750.7,89.33333333,1.666666667,40,21.91671466,21.91671466
A8074,80,0,21.1,38,19.32333333,37.96666667,22,36,18.2,34.9,17.46333333,47.79,2.463333333,77.9,18.6,32.59,20.39,37.46666667,17.79,36.82666667,750.85,90.5,1.5,40,47.90486167,47.90486167
A8075,100,0,21.1,37.86333333,19.26,37.96666667,21.89,35.93333333,18.2,35,17.39,47.56,1.9,78,18.6,32.59,20.5,37.76666667,17.79,36.7,751,91.66666667,1.333333333,40,31.23855087,31.23855087
A8076,110,0,21.1,37.79,19.2,37.9,21.82333333,35.93333333,18.2,35,17.46333333,47.56,1.566666667,77.93333333,18.6,32.59,20.5,38.02666667,17.79,36.62666667,751.15,92.83333333,1.166666667,40,21.64518492,21.64518492
A8077,190,0,21,37.7,19.1,37.93333333,21.76,35.9,18.2,35,17.46333333,47.43,1.426666667,77.83333333,18.6,32.72333333,20.6,38.23,17.79,36.5,751.3,94,1,40,23.58557589,23.58557589
A8078,330,0,21,37.7,19.03333333,38,21.7,35.82666667,18.13333333,35,17.39,47.245,1.3,77.76,18.56666667,32.73,20.66666667,38.36333333,17.73,36.43333333,751.3833333,93.66666667,1,38.16666667,27.258573,27.258573
A8079,460,0,21,38.16333333,19,38,21.7,35.9,18.1,35,17.39,47.18125,0.866666667,77.65666667,18.5,32.79,20.73,38.29,17.7,36.36333333,751.4666667,93.33333333,1,36.33333333,28.63921617,28.63921617
A8080,140,0,21,41.55666667,19,38.13333333,21.7,35.9,18.1,35,17.39,47.1175,0.666666667,77.59,18.5,32.79,20.79,38.29,17.7,36.23,751.55,93,1,34.5,26.78606642,26.78606642
A8081,100,10,21.1,42.42333333,19,38.95666667,21.6,35.96333333,18.1,34.96666667,17.39,47.12666667,0.35,77.69,18.5,32.8225,20.82333333,38.16333333,17.7,36.2,751.6333333,92.66666667,1,32.66666667,39.10182206,39.10182206
A8082,120,10,21.1,41.83,19.06666667,39.56333333,21.6,36.3475,18.1,34.96666667,17.39,47.32666667,0.166666667,77.69,18.5,32.56666667,20.82333333,37.96333333,17.66666667,36.06,751.7166667,92.33333333,1,30.83333333,13.82554143,13.82554143
A8083,120,0,21.13333333,41.29666667,19.1,39.9,21.6,36.63333333,18.06666667,34.93,17.39,47.52666667,0.033333333,77.69,18.39,32.13333333,20.82333333,38.12666667,17.6,36,751.8,92,1,29,5.221589352,5.221589352
A8084,120,0,21.2,40.96333333,19.13333333,40,21.6,36.76666667,18,34.79,17.39,47.745,-0.166666667,77.8,18.39,31.92666667,20.89,38.26,17.7,36,751.8833333,91.83333333,1,29,13.00086145,13.00086145
A8085,120,0,21.2,40.26666667,19.2,40.26,21.6,36.9,18,34.79,17.39,47.79,-0.366666667,77.72666667,18.32333333,31.72666667,21,38.2,17.63333333,35.86,751.9666667,91.66666667,1,29,48.84424781,48.84424781
A8086,110,0,21.26,39.86,19.2,40.2,21.6,36.9,18,34.79,17.39,47.79,-0.533333333,77.69,18.32333333,31.53333333,21.075,38.1725,17.63333333,35.82666667,752.05,91.5,1,29,10.45163776,10.45163776
A8087,110,10,21.29,39.43,19.26,40.2,21.6,36.82666667,18,34.79,17.46333333,47.86333333,-0.666666667,77.69,18.29,31.35666667,21.1,38.03,17.63333333,35.76666667,752.1333333,91.33333333,1,29,18.14389806,18.14389806
A8088,120,30,21.29,39.09666667,19.2,39.93,21.6,36.76,18,34.79,17.39,47.79,-0.666666667,77.65666667,18.29,31.23,21.1,38.09,17.66666667,35.86333333,752.2166667,91.16666667,1,29,33.91031483,33.91031483
A8089,90,20,21.29,38.72333333,19.2,39.73,21.6,36.7,18.23333333,35.33,17.39,47.73,-0.666666667,77.65666667,18.29,31.46333333,21.16666667,38.03,17.6,35.79,752.3,91,1,29,32.7902058,32.7902058
A8090,80,20,21.29,38.72333333,19.26,39.52666667,21.5,36.59,18.76,35.66333333,17.39,47.79,-0.733333333,77.69,18.29,31.39,21.2,38.12666667,17.6,35.79,752.3833333,91.5,1,27.66666667,0.488699367,0.488699367
A8091,90,20,21.29,38.56,19.2,39.4,21.5,36.59,19.49333333,35.56333333,17.42666667,47.7,-0.672727273,77.69,18.32333333,31.7,21.2,38.2,17.6,35.79,752.4666667,92,1,26.33333333,49.18019529,49.18019529
A8092,100,30,21.29,38.225,19.2,39.16333333,21.46333333,36.52666667,19.76,35.09666667,17.4175,47.6175,-0.490909091,77.69,18.39,31.76,21.1,38.29,17.6,35.76,752.55,92.5,1,25,42.25508842,42.25508842
A8093,100,20,21.29,37.93333333,19.13333333,39.09,21.39,36.4,19.7,35.045,17.39,47.475,-0.4,77.69,18.35666667,31.92666667,21.1,38.36333333,17.6,35.7,752.6333333,93,1,23.66666667,23.55975403,23.55975403
A8094,90,20,21.2,37.66333333,19.1,38.96666667,21.39,36.4,19.66666667,35.02666667,17.39,47.4,-0.633333333,77.69,18.29,32,21.06666667,38.56,17.56666667,35.7,752.7166667,93.5,1,22.33333333,24.4972711,24.4972711
A8095,90,20,21.2,37.53,19.1,38.82666667,21.39,36.4,19.66666667,35.16,17.39,47.26,-0.766666667,77.69,18.29,32,21,38.5,17.56666667,35.62666667,752.8,94,1,21,13.67306869,13.67306869
A8096,90,20,21.2,37.33333333,19,38.59,21.39,36.4,20.19666667,35.36333333,17.39,47.12666667,-0.866666667,77.69,18.29,32.06,21,38.5,17.53333333,35.5,752.8666667,94.33333333,1.166666667,21,34.65317455,34.65317455
